fire_station_id,object_id,feature_id,station_name,type_code,location,brd_line_no,source_ward,created_user,created_date,last_edited_user,last_edited_date,edu_update_user,edu_update_time,latitude,longitude,source,source_file,verification_status,coordinate_valid,gis_ward,ward_match,urban_ward_code
FB16141200011,11,FB16141200011,Dadar Fire Station,1,"Dr. Babasaheb Ambedkar Road, Old BDD Chawl, Dadar East, Mumbai - 400014.",24134200,FS,DMMASTER,2018/06/15 15:08:34,DMMASTER,2019/08/18 22:25:16,Sonawane Chandrakala Laxman,2023/05/03 16:56:38,19.014301,72.8455960000001,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,FS,True,FS
FB18157400010,12,FB18157400010,Wadala Fire Station,1,"14, Shaikh Mistry Road, Sangam Nagar, Wadala (East), Mumbai - 400037.",24132058,FN,DMMASTER,2018/06/15 15:08:34,DMMASTER,2019/08/18 22:27:33,,,19.0250315390001,72.87012695,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,FN,True,FN
FB13039300003,13,FB13039300003,Colaba Fire Station,1,"Near Sasoon Dock & Mukesh Mill, Near Sasson Dock, Narayan A Sawant Road, Colaba
Mumbai - 400005.",22043603,A,DMMASTER,2018/06/15 15:08:34,DMMASTER,2019/08/18 19:33:29,,,18.915403,72.826103,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,A,True,A
FB13049100004,14,FB13049100004,Nariman Point Fire Station,1,"Gen Jagannath Bhosle Road,  Near Sarang TowerNariman Point, Mumbai - 400021.",22882787,A,DMMASTER,2018/06/15 15:08:34,DMMASTER,2019/08/18 19:37:05,,,18.923076528,72.826042498,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,A,True,A
FB29311500032,15,FB29311500032,Gawanpada Fire Station,1,"Near Gawanpada Road, V.S Road, Gawanpada, Mulund East, Mumbai - 400081.",25639191,T,DMMASTER,2018/06/15 15:08:34,DMMASTER,2021/07/13 18:08:54,Dhanke Yashwant Gopal,2021/05/10 00:25:26,19.1720633730001,72.9663054150001,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,T,True,T
FS23000000001,16,FS23000000001,Thakur Village Mini Fire Station,1,"Thakur Village Mini Fire Station, Thakur Village Road, Near Thakur Shyamnarayan High School just, Kandivali, Mumbai, 400101",022 2805 0101,RS,DMMASTER,2019/12/29 18:50:05,DMMASTER,2019/12/29 18:50:23,,,19.2131832000001,72.8728776,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,RS,True,RS
FB20215900021,17,FB20215900021,Kurla Fire Staion,1,"Kurla Fire Station, Lal Bahadur Shastri Marg, Near Phoenix Mall, Kurla West, Mumbai, 400070",25039200,L,Innowave,2018/05/31 11:45:38,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,2022/01/27 18:22:13,Rathod Savita Ghevarchand,2021/08/07 11:47:57,19.0847462,72.8858245000001,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,L,True,L
FB15324300027,18,FB15324300027,Chincholi Fire Station,1,"Link Rd, Malad West, Mumbai - 400064.",28769101,PS,DMMASTER,2018/06/15 15:08:34,DMMASTER,2020/08/21 11:55:28,,,19.177419023,72.836593394,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,PS,True,PS
FB15298600028,19,FB15298600028,Goregaon Motilal Nagar Fire Station,1,"Shri Gajanan Maharaj Marg, opp BEST staff colony and Imperial Height, Road Number 6, Motilal Nagar, Goregaon West, Mumbai - 400104.",28712869,PS,DMMASTER,2018/06/15 15:08:34,DMMASTER,2020/08/21 11:57:31,,,19.153548566,72.840406026,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,PS,True,PS
FB16359400031,20,FB16359400031,Kandivali Fire Station,1,"K Nehru Road, Jethava Nagar, Kandivali (W), Mumbai - 400067.",28050101,RS,DMMASTER,2018/06/15 15:08:34,DMMASTER,2020/08/21 11:58:32,,,19.206017,72.850624,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,RS,True,RS
FB06000000001,21,FB06000000001,Regional Command Centre Zone2,1,"Regional Command Centre Zone2, SMD Road, Near Shiv Mandir, Wadala, Mumbai, 400037",022 24132058,FN,DMMASTER,2019/08/18 20:22:41,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,2022/01/27 18:23:54,,,19.024918917,72.8702810030001,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,FN,True,FN
FB18402000030,22,FB18402000030,Dahisar Fire Station,1,"Swami Vivekanand Road, Opp BMC Garden, Dahisar East, Mumbai",28977702,RN,DMMASTER,2018/06/15 15:08:34,DMMASTER,2020/08/21 12:08:55,,,19.247481545,72.8624954060001,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,RN,True,RN
FB17181900016,23,FB17181900016,BKC Fire Station,1,"Bandra Kurla Complex, Bandra East, Mumbai - 400051.",26522426,HE,DMMASTER,2018/06/15 15:08:34,DMMASTER,2020/08/21 11:51:12,,,19.056992,72.8545,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,HE,True,HE
FB15388100029,24,FB15388100029,Borivali Fire Station,1,"Borivali Fire Station, Lokmanya Tilak Road, Near Link Road, Borivali West, Mumbai, Maharashtra, 400091",022 28602847,RC,DMMASTER,2019/08/18 20:31:19,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,2022/01/27 18:24:07,,,19.2296791840001,72.8406908740001,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,RC,True,RC
FB12086400007,25,FB12086400007,Gowalia Tank Fire Station,1,"Nana Chowk, August Kranti Marg, Mumbai - 400007.",23806001,D,DMMASTER,2018/06/15 15:08:34,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,2022/03/24 00:29:23,Patil Gajanan Nana,2023/05/15 16:26:23,18.961637389,72.8127316170001,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,D,True,D
FB14340400026,26,FB14340400026,Malad Malwani Fire Station,1,"Asmita Jyoti Housing Society, Malad (W),  Mumbai - 400095.",28071010,PN,DMMASTER,2018/06/15 15:08:34,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,2022/03/24 00:53:46,,,19.1967546230001,72.8229569380001,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,PN,True,PN
FB21182600023,27,FB21182600023,Chembur Fire Station,1,"V N Purav Marg, Chembur, Mumbai - 400074",25224824,MW,DMMASTER,2018/06/15 15:08:34,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,2022/03/24 00:50:06,Burkul Kavita Balu,2021/08/11 11:09:01,19.054555748,72.8935416300001,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,MW,True,MW
FB15183200017,28,FB15183200017,Bandra Fire Station,1,"Bandra Reclamation, S V Road, Bandra (W), Mumbai - 400050.",26435206,HW,DMMASTER,2018/06/15 15:08:34,DMMASTER,2020/11/28 18:22:17,Hande Someshwari Anil,2020/10/18 18:04:16,19.050398,72.8375780000001,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,HW,True,HW
FB10000010034,29,FB10000010034,Mankhurd Pradeshik Samadesh Kendra,1,"Ghatkopar Mankhurd Link Road, Opp. Sathye Nagar. Mumbai 400043",,ME,DMMASTER,2018/06/15 15:08:34,DMMASTER,2020/11/28 18:25:36,,,19.0567603910001,72.9311065940001,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,ME,True,ME
FB15065700001,30,FB15065700001,Carnac Bunder (Indira Dock) Fire Station,1,"P D Mello Road, Near Hotel Sealord, Fort. Mumbai - 400001.",22611589,A,DMMASTER,2018/06/15 15:08:34,DMMASTER,2020/11/28 16:30:50,1 computer operator,2020/01/07 14:55:44,18.9464110000001,72.8403020000001,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,A,True,A
FB14059400002,31,FB14059400002,Fort Fire Station,1,"Syed Abdullah Brelvi Marg,  Near Vidya Dairy Farm,Fort, Mumbai - 400001.",22611942,A,DMMASTER,2018/06/15 15:08:34,DMMASTER,2020/11/28 16:31:28,1 computer operator,2020/01/07 14:57:22,18.934914,72.8346480000001,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,A,True,A
FB18320000025,32,FB18320000025,Dindoshi Fire Station,1,"Dindoshi, Malad East, Mumbai - 400097",28406729,PN,DMMASTER,2018/06/15 15:08:34,DMMASTER,2020/11/28 16:25:16,,,19.174995,72.860954,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,PN,True,PN
FB15076900006,33,FB15076900006,Mandvi Fire Station,1,"Sardar Valla bhbhai Patel Road, Opp Wadibunder Coaching Complex, Wadibunder. Mumbai - 400003.",23716694,B,DMMASTER,2018/06/15 15:08:34,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,2022/03/21 17:14:13,,,18.957292234,72.841701765,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,B,True,B
FB20203500022,34,FB20203500022,Deonar Fire Station,1,"5/4 Sector, New Municipal Colony, Shivaji Nagar, Mumbai - 400043",25563391,ME,DMMASTER,2018/06/15 15:08:34,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,2022/03/24 00:49:07,,,19.053285062,72.9245638290001,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,ME,True,ME
FB26316900033,35,FB26316900033,Mulund Fire Station,1,"Lal Bahadur Shastri Marg, Mulund Colony, Mulund West, Mumbai - 400080.",25687637,T,DMMASTER,2018/06/15 15:08:34,DMMASTER@PRSRVGISDB.MUMBASE.MCGM.GOV.IN,2022/03/24 00:56:38,Dhanke Yashwant Gopal,2021/05/10 00:14:35,19.1753852100001,72.942607374,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,T,True,T
FB23239700024,36,FB23239700024,Vikhroli Fire Station,1,"Near L.B.S. Road, Vikhroli Park Site, L.B.S. Marg, Nivlekar Rd, BMC Colony, Vikhroli West, Mumbai - 400079.",25170730,N,DMMASTER,2018/06/15 15:08:34,DMMASTER,2020/08/21 11:53:03,Rathod Savita Ghevarchand,2021/08/07 11:42:49,19.100973916,72.918259371,BMC/MCGM via OpenCity,mumbai_fire_stations.kml,SOURCE_KML,True,N,True,N
